0 0 0.119203 0.880795 5.82055e-52
0 0.2 0.119205 0.88081 5.82057e-52
0 0.4 0.119207 0.880828 5.82059e-52
0 0.6 0.119199 0.880771 5.82052e-52
0 0.8 0.119205 0.880809 5.82057e-52
0 1 0.1192 0.880778 5.82052e-52
0 1.2 0.119207 0.880829 5.82059e-52
0 1.4 0.119198 0.880762 5.8205e-52
0 1.6 0.119204 0.880803 5.82057e-52
0 1.8 0.119202 0.880787 5.82054e-52
0 2 0.119206 0.88082 5.82058e-52
0 2.2 0.1192 0.880777 5.82053e-52
0 2.4 0.119203 0.8808 5.82056e-52
0 2.6 0.119201 0.880786 5.82054e-52
0 2.8 0.119206 0.880818 5.82058e-52
0 3 0.119204 0.880808 5.82056e-52
0 3.2 0.119205 0.88081 5.82057e-52
0 3.4 0.119198 0.880758 5.82051e-52
0 3.6 0.119205 0.880812 5.82058e-52
0 3.8 0.119202 0.88079 5.82054e-52
0.2 0 0.1192 0.880776 5.82053e-52
0.2 0.2 0.119201 0.880784 5.82054e-52
0.2 0.4 0.119204 0.880806 5.82056e-52
0.2 0.6 0.119204 0.880802 5.82056e-52
0.2 0.8 0.119201 0.880783 5.82054e-52
0.2 1 0.119204 0.880805 5.82057e-52
0.2 1.2 0.119201 0.880786 5.82054e-52
0.2 1.4 0.119207 0.880827 5.82059e-52
0.2 1.6 0.1192 0.880775 5.82053e-52
0.2 1.8 0.119201 0.880786 5.82054e-52
0.2 2 0.119202 0.880793 5.82054e-52
0.2 2.2 0.119203 0.880799 5.82056e-52
0.2 2.4 0.119206 0.88082 5.82057e-52
0.2 2.6 0.119204 0.880807 5.82056e-52
0.2 2.8 0.119201 0.880786 5.82054e-52
0.2 3 0.119201 0.880782 5.82054e-52
0.2 3.2 0.119203 0.8808 5.82055e-52
0.2 3.4 0.119205 0.880816 5.82058e-52
0.2 3.6 0.119201 0.880783 5.82053e-52
0.2 3.8 0.119207 0.880827 5.82059e-52
0.4 0 0.119204 0.880804 5.82056e-52
0.4 0.2 0.119203 0.880799 5.82056e-52
0.4 0.4 0.119202 0.880788 5.82054e-52
0.4 0.6 0.119203 0.880799 5.82055e-52
0.4 0.8 0.119203 0.8808 5.82056e-52
0.4 1 0.119205 0.880812 5.82056e-52
0.4 1.2 0.1192 0.880776 5.82053e-52
0.4 1.4 0.119204 0.880805 5.82056e-52
0.4 1.6 0.119202 0.880789 5.82054e-52
0.4 1.8 0.119205 0.880813 5.82057e-52
0.4 2 0.119205 0.880811 5.82057e-52
0.4 2.2 0.119199 0.880768 5.82052e-52
0.4 2.4 0.119205 0.880811 5.82057e-52
0.4 2.6 0.1192 0.880779 5.82054e-52
0.4 2.8 0.119202 0.880789 5.82055e-52
0.4 3 0.119205 0.880816 5.82057e-52
0.4 3.2 0.119202 0.880788 5.82054e-52
0.4 3.4 0.119204 0.880806 5.82056e-52
0.4 3.6 0.119205 0.880815 5.82058e-52
0.4 3.8 0.1192 0.880773 5.82053e-52
0.6 0 0.119204 0.880806 5.82056e-52
0.6 0.2 0.119203 0.8808 5.82056e-52
0.6 0.4 0.119204 0.880803 5.82056e-52
0.6 0.6 0.119204 0.880806 5.82057e-52
0.6 0.8 0.119202 0.880793 5.82055e-52
0.6 1 0.119202 0.880791 5.82055e-52
0.6 1.2 0.119204 0.880805 5.82056e-52
0.6 1.4 0.119201 0.880783 5.82054e-52
0.6 1.6 0.119203 0.880798 5.82055e-52
0.6 1.8 0.119204 0.880803 5.82056e-52
0.6 2 0.1192 0.880778 5.82053e-52
0.6 2.2 0.119202 0.880793 5.82055e-52
0.6 2.4 0.119205 0.880812 5.82057e-52
0.6 2.6 0.119201 0.88078 5.82053e-52
0.6 2.8 0.119207 0.880826 5.82059e-52
0.6 3 0.119199 0.88077 5.82052e-52
0.6 3.2 0.119205 0.880809 5.82057e-52
0.6 3.4 0.119199 0.880768 5.82053e-52
0.6 3.6 0.119203 0.880795 5.82055e-52
0.6 3.8 0.119203 0.880796 5.82056e-52
0.8 0 0.119199 0.880771 5.82053e-52
0.8 0.2 0.119203 0.880796 5.82055e-52
0.8 0.4 0.119205 0.880814 5.82057e-52
0.8 0.6 0.119203 0.880796 5.82055e-52
0.8 0.8 0.119203 0.880798 5.82055e-52
0.8 1 0.119202 0.880791 5.82054e-52
0.8 1.2 0.119206 0.880817 5.82058e-52
0.8 1.4 0.119202 0.880792 5.82055e-52
0.8 1.6 0.119204 0.880808 5.82057e-52
0.8 1.8 0.119202 0.880792 5.82054e-52
0.8 2 0.119205 0.880811 5.82057e-52
0.8 2.2 0.119204 0.880803 5.82056e-52
0.8 2.4 0.119203 0.880796 5.82055e-52
0.8 2.6 0.119205 0.880811 5.82057e-52
0.8 2.8 0.1192 0.880779 5.82053e-52
0.8 3 0.119205 0.880816 5.82057e-52
0.8 3.2 0.119203 0.880794 5.82055e-52
0.8 3.4 0.119206 0.880818 5.82057e-52
0.8 3.6 0.119205 0.880814 5.82057e-52
0.8 3.8 0.1192 0.880775 5.82053e-52
1 0 0.119205 0.880811 5.82057e-52
1 0.2 0.119203 0.880801 5.82056e-52
1 0.4 0.119198 0.880757 5.82051e-52
1 0.6 0.119206 0.88082 5.82058e-52
1 0.8 0.119203 0.880797 5.82055e-52
1 1 0.119205 0.88081 5.82056e-52
1 1.2 0.119199 0.880769 5.82052e-52
1 1.4 0.119203 0.880797 5.82056e-52
1 1.6 0.119201 0.880779 5.82053e-52
1 1.8 0.119206 0.88082 5.82058e-52
1 2 0.119201 0.88078 5.82054e-52
1 2.2 0.119202 0.880791 5.82055e-52
1 2.4 0.119202 0.88079 5.82054e-52
1 2.6 0.119206 0.880821 5.82057e-52
1 2.8 0.119202 0.880791 5.82056e-52
1 3 0.119202 0.880789 5.82055e-52
1 3.2 0.119202 0.880789 5.82055e-52
1 3.4 0.119201 0.880787 5.82054e-52
1 3.6 0.119203 0.880797 5.82055e-52
1 3.8 0.119203 0.8808 5.82056e-52
1.2 0 0.119204 0.880807 5.82056e-52
1.2 0.2 0.119201 0.88078 5.82053e-52
1.2 0.4 0.119203 0.8808 5.82056e-52
1.2 0.6 0.119202 0.880793 5.82055e-52
1.2 0.8 0.1192 0.880772 5.82053e-52
1.2 1 0.119206 0.880821 5.82058e-52
1.2 1.2 0.119204 0.880803 5.82056e-52
1.2 1.4 0.119202 0.880787 5.82054e-52
1.2 1.6 0.1192 0.880779 5.82053e-52
1.2 1.8 0.119206 0.88082 5.82057e-52
1.2 2 0.119202 0.880792 5.82055e-52
1.2 2.2 0.119204 0.880805 5.82056e-52
1.2 2.4 0.119201 0.880786 5.82055e-52
1.2 2.6 0.1192 0.880775 5.82053e-52
1.2 2.8 0.119204 0.880809 5.82056e-52
1.2 3 0.119201 0.880782 5.82053e-52
1.2 3.2 0.119207 0.880829 5.82059e-52
1.2 3.4 0.119201 0.880783 5.82053e-52
1.2 3.6 0.119206 0.880819 5.82058e-52
1.2 3.8 0.1192 0.880779 5.82053e-52
1.4 0 0.119202 0.880791 5.82055e-52
1.4 0.2 0.119202 0.880788 5.82054e-52
1.4 0.4 0.119205 0.880815 5.82057e-52
1.4 0.6 0.1192 0.880778 5.82053e-52
1.4 0.8 0.119203 0.880797 5.82056e-52
1.4 1 0.119203 0.880799 5.82055e-52
1.4 1.2 0.119204 0.880803 5.82056e-52
1.4 1.4 0.119203 0.8808 5.82055e-52
1.4 1.6 0.119204 0.880807 5.82057e-52
1.4 1.8 0.119204 0.880803 5.82056e-52
1.4 2 0.119202 0.880792 5.82056e-52
1.4 2.2 0.1192 0.880773 5.82052e-52
1.4 2.4 0.119206 0.880817 5.82058e-52
1.4 2.6 0.119199 0.88077 5.82053e-52
1.4 2.8 0.119205 0.880815 5.82057e-52
1.4 3 0.119205 0.880811 5.82056e-52
1.4 3.2 0.119199 0.880766 5.82052e-52
1.4 3.4 0.119205 0.880812 5.82057e-52
1.4 3.6 0.119202 0.880791 5.82055e-52
1.4 3.8 0.119205 0.88081 5.82056e-52
1.6 0 0.119203 0.880801 5.82056e-52
1.6 0.2 0.119201 0.880786 5.82054e-52
1.6 0.4 0.119202 0.880793 5.82055e-52
1.6 0.6 0.119205 0.880812 5.82057e-52
1.6 0.8 0.119203 0.880798 5.82055e-52
1.6 1 0.119204 0.880807 5.82056e-52
1.6 1.2 0.119201 0.880784 5.82054e-52
1.6 1.4 0.119205 0.88081 5.82057e-52
1.6 1.6 0.119201 0.880787 5.82054e-52
1.6 1.8 0.119204 0.880809 5.82056e-52
1.6 2 0.119199 0.880767 5.82052e-52
1.6 2.2 0.119208 0.880837 5.82061e-52
1.6 2.4 0.119201 0.880786 5.82054e-52
1.6 2.6 0.119204 0.880805 5.82056e-52
1.6 2.8 0.119204 0.880803 5.82056e-52
1.6 3 0.119203 0.880798 5.82056e-52
1.6 3.2 0.119202 0.880787 5.82055e-52
1.6 3.4 0.119202 0.880788 5.82054e-52
1.6 3.6 0.119202 0.88079 5.82055e-52
1.6 3.8 0.1192 0.880779 5.82053e-52
1.8 0 0.119201 0.880783 5.82053e-52
1.8 0.2 0.119207 0.880826 5.82059e-52
1.8 0.4 0.119202 0.880791 5.82055e-52
1.8 0.6 0.119201 0.880783 5.82054e-52
1.8 0.8 0.119205 0.880814 5.82057e-52
1.8 1 0.119204 0.880808 5.82057e-52
1.8 1.2 0.119201 0.880782 5.82053e-52
1.8 1.4 0.119205 0.880812 5.82057e-52
1.8 1.6 0.119203 0.880801 5.82055e-52
1.8 1.8 0.119205 0.880813 5.82057e-52
1.8 2 0.119203 0.880799 5.82056e-52
1.8 2.2 0.119201 0.880783 5.82053e-52
1.8 2.4 0.119202 0.88079 5.82054e-52
