0 0 -nan 0.575293 inf
0 0.2 -nan 0.572015 inf
0 0.4 nan 0.570561 inf
0 0.6 -nan 0.572431 inf
0 0.8 -nan 0.570943 inf
0 1 -nan 0.571664 inf
0 1.2 nan 0.569788 inf
0 1.4 -nan 0.571457 inf
0 1.6 -nan 0.57132 inf
0 1.8 -nan 0.573884 inf
0 2 -nan 0.573089 inf
0 2.2 -nan 0.574869 inf
0 2.4 nan 0.572875 inf
0 2.6 -nan 0.574462 inf
0 2.8 -nan 0.573517 inf
0 3 -nan 0.574532 inf
0 3.2 nan 0.57523 inf
0 3.4 -nan 0.576142 inf
0 3.6 -nan 0.573696 inf
0 3.8 -nan 0.576137 inf
0.2 0 -nan 0.574465 inf
0.2 0.2 -nan 0.574787 inf
0.2 0.4 nan 0.573961 inf
0.2 0.6 -nan 0.573105 inf
0.2 0.8 -nan 0.572078 inf
0.2 1 -nan 0.571329 inf
0.2 1.2 nan 0.573114 inf
0.2 1.4 -nan 0.570273 inf
0.2 1.6 -nan 0.573033 inf
0.2 1.8 -nan 0.575328 inf
0.2 2 -nan 0.574354 inf
0.2 2.2 -nan 0.573045 inf
0.2 2.4 nan 0.571032 inf
0.2 2.6 -nan 0.574105 inf
0.2 2.8 -nan 0.577279 inf
0.2 3 -nan 0.578075 inf
0.2 3.2 nan 0.577203 inf
0.2 3.4 -nan 0.576846 inf
0.2 3.6 -nan 0.576824 inf
0.2 3.8 -nan 0.573421 inf
0.4 0 nan 0.569857 inf
0.4 0.2 nan 0.570672 inf
0.4 0.4 nan 0.570745 inf
0.4 0.6 nan 0.567993 inf
0.4 0.8 nan 0.566833 inf
0.4 1 nan 0.568817 inf
0.4 1.2 nan 0.573802 inf
0.4 1.4 nan 0.572516 inf
0.4 1.6 nan 0.571508 inf
0.4 1.8 nan 0.569843 inf
0.4 2 nan 0.570715 inf
0.4 2.2 nan 0.573889 inf
0.4 2.4 nan 0.572333 inf
0.4 2.6 nan 0.57541 inf
0.4 2.8 nan 0.576506 inf
0.4 3 nan 0.575493 inf
0.4 3.2 nan 0.575898 inf
0.4 3.4 nan 0.575721 inf
0.4 3.6 nan 0.576311 inf
0.4 3.8 nan 0.57444 inf
0.6 0 -nan 0.566878 inf
0.6 0.2 -nan 0.567516 inf
0.6 0.4 nan 0.566805 inf
0.6 0.6 -nan 0.565868 inf
0.6 0.8 -nan 0.567344 inf
0.6 1 -nan 0.567984 inf
0.6 1.2 nan 0.570067 inf
0.6 1.4 -nan 0.573708 inf
0.6 1.6 -nan 0.572902 inf
0.6 1.8 -nan 0.568606 inf
0.6 2 -nan 0.570101 inf
0.6 2.2 -nan 0.574984 inf
0.6 2.4 nan 0.575288 inf
0.6 2.6 -nan 0.573683 inf
0.6 2.8 -nan 0.570664 inf
0.6 3 -nan 0.572874 inf
0.6 3.2 nan 0.570616 inf
0.6 3.4 -nan 0.572091 inf
0.6 3.6 -nan 0.571846 inf
0.6 3.8 -nan 0.569743 inf
0.8 0 -nan 0.568631 inf
0.8 0.2 -nan 0.568938 inf
0.8 0.4 nan 0.566731 inf
0.8 0.6 -nan 0.567208 inf
0.8 0.8 -nan 0.569398 inf
0.8 1 -nan 0.567555 inf
0.8 1.2 nan 0.568464 inf
0.8 1.4 -nan 0.575217 inf
0.8 1.6 -nan 0.575918 inf
0.8 1.8 -nan 0.572531 inf
0.8 2 -nan 0.572421 inf
0.8 2.2 -nan 0.577799 inf
0.8 2.4 nan 0.577071 inf
0.8 2.6 -nan 0.572739 inf
0.8 2.8 -nan 0.571617 inf
0.8 3 -nan 0.568502 inf
0.8 3.2 nan 0.566976 inf
0.8 3.4 -nan 0.566618 inf
0.8 3.6 -nan 0.566885 inf
0.8 3.8 -nan 0.567725 inf
1 0 -nan 0.564268 inf
1 0.2 -nan 0.566969 inf
1 0.4 nan 0.567861 inf
1 0.6 -nan 0.565936 inf
1 0.8 -nan 0.568396 inf
1 1 -nan 0.565669 inf
1 1.2 nan 0.570483 inf
1 1.4 -nan 0.572751 inf
1 1.6 -nan 0.573956 inf
1 1.8 -nan 0.573395 inf
1 2 -nan 0.577917 inf
1 2.2 -nan 0.579227 inf
1 2.4 nan 0.576278 inf
1 2.6 -nan 0.572693 inf
1 2.8 -nan 0.57346 inf
1 3 -nan 0.571743 inf
1 3.2 nan 0.570984 inf
1 3.4 -nan 0.572801 inf
1 3.6 -nan 0.570799 inf
1 3.8 -nan 0.566029 inf
1.2 0 nan 0.563814 inf
1.2 0.2 nan 0.565509 inf
1.2 0.4 nan 0.565607 inf
1.2 0.6 nan 0.567039 inf
1.2 0.8 nan 0.569552 inf
1.2 1 nan 0.566128 inf
1.2 1.2 nan 0.568337 inf
1.2 1.4 nan 0.568115 inf
1.2 1.6 nan 0.56857 inf
1.2 1.8 nan 0.570784 inf
1.2 2 nan 0.576074 inf
1.2 2.2 nan 0.57598 inf
1.2 2.4 nan 0.575497 inf
1.2 2.6 nan 0.574566 inf
1.2 2.8 nan 0.570044 inf
1.2 3 nan 0.570305 inf
1.2 3.2 nan 0.570912 inf
1.2 3.4 nan 0.574877 inf
1.2 3.6 nan 0.571505 inf
1.2 3.8 nan 0.567017 inf
1.4 0 -nan 0.56838 inf
1.4 0.2 -nan 0.564519 inf
1.4 0.4 nan 0.56346 inf
1.4 0.6 -nan 0.568203 inf
1.4 0.8 -nan 0.568656 inf
1.4 1 -nan 0.566708 inf
1.4 1.2 nan 0.565297 inf
1.4 1.4 -nan 0.565869 inf
1.4 1.6 -nan 0.569534 inf
1.4 1.8 -nan 0.572637 inf
1.4 2 -nan 0.57483 inf
1.4 2.2 -nan 0.574421 inf
1.4 2.4 nan 0.572481 inf
1.4 2.6 -nan 0.574297 inf
1.4 2.8 -nan 0.570275 inf
1.4 3 -nan 0.571144 inf
1.4 3.2 nan 0.574999 inf
1.4 3.4 -nan 0.573612 inf
1.4 3.6 -nan 0.573713 inf
1.4 3.8 -nan 0.570333 inf
1.6 0 -nan 0.569525 inf
1.6 0.2 -nan 0.563022 inf
1.6 0.4 nan 0.56222 inf
1.6 0.6 -nan 0.56513 inf
1.6 0.8 -nan 0.566358 inf
1.6 1 -nan 0.565826 inf
1.6 1.2 nan 0.565751 inf
1.6 1.4 -nan 0.565988 inf
1.6 1.6 -nan 0.570191 inf
1.6 1.8 -nan 0.571806 inf
1.6 2 -nan 0.575124 inf
1.6 2.2 -nan 0.573798 inf
1.6 2.4 nan 0.574173 inf
1.6 2.6 -nan 0.571528 inf
1.6 2.8 -nan 0.572707 inf
1.6 3 -nan 0.57821 inf
1.6 3.2 nan 0.579504 inf
1.6 3.4 -nan 0.577144 inf
1.6 3.6 -nan 0.577377 inf
1.6 3.8 -nan 0.575059 inf
1.8 0 -nan 0.568698 inf
1.8 0.2 -nan 0.56467 inf
1.8 0.4 nan 0.565645 inf
1.8 0.6 -nan 0.564747 inf
1.8 0.8 -nan 0.563375 inf
1.8 1 -nan 0.566995 inf
1.8 1.2 nan 0.569202 inf
1.8 1.4 -nan 0.567709 inf
1.8 1.6 -nan 0.5681 inf
1.8 1.8 -nan 0.569296 inf
1.8 2 -nan 0.57264 inf
1.8 2.2 -nan 0.577056 inf
1.8 2.4 nan 0.57554 inf
1.8 2.6 -nan 0.571697 inf
1.8 2.8 -nan 0.574883 inf
1.8 3 -nan 0.580484 inf
1.8 3.2 nan 0.57899 inf
1.8 3.4 -nan 0.574891 inf
1.8 3.6 -nan 0.573647 inf
1.8 3.8 -nan 0.570974 inf
2 0 -nan 0.568885 inf
2 0.2 -nan 0.569367 inf
2 0.4 nan 0.56682 inf
2 0.6 -nan 0.562104 inf
2 0.8 -nan 0.561836 inf
2 1 -nan 0.567837 inf
2 1.2 nan 0.568567 inf
2 1.4 -nan 0.571573 inf
2 1.6 -nan 0.572099 inf
2 1.8 -nan 0.574113 inf
2 2 -nan 0.574117 inf
