0 0.500141 0.499858 5.83444e-52
0.2 0.50014 0.499859 5.83444e-52
0.4 0.500141 0.49986 5.83444e-52
0.6 0.500141 0.49986 5.83444e-52
0.8 0.50014 0.49986 5.83444e-52
1 0.50014 0.49986 5.83444e-52
1.2 0.50014 0.49986 5.83444e-52
1.4 0.50014 0.499859 5.83444e-52
1.6 0.50014 0.499859 5.83444e-52
1.8 0.500142 0.49986 5.83444e-52
2 0.500142 0.499859 5.83444e-52
2.2 0.500142 0.499858 5.83444e-52
2.4 0.500142 0.499858 5.83444e-52
2.6 0.500142 0.499857 5.83444e-52
2.8 0.500142 0.499857 5.83444e-52
3 0.500142 0.499857 5.83444e-52
3.2 0.500142 0.499858 5.83444e-52
3.4 0.500143 0.499859 5.83444e-52
3.6 0.500144 0.49986 5.83444e-52
3.8 0.500143 0.49986 5.83444e-52
