0 0.09601 0.904016 5.8209e-52
0.2 0.096007 0.903988 5.82086e-52
0.4 0.0960089 0.904006 5.82089e-52
0.6 0.0960054 0.903973 5.82085e-52
0.8 0.0960089 0.904007 5.82088e-52
1 0.0960056 0.903976 5.82085e-52
1.2 0.0960069 0.903988 5.82087e-52
1.4 0.0960069 0.903987 5.82088e-52
1.6 0.0960042 0.903962 5.82083e-52
1.8 0.0960077 0.903995 5.82088e-52
2 0.0960047 0.903966 5.82084e-52
2.2 0.0960066 0.903985 5.82087e-52
2.4 0.0960064 0.903983 5.82086e-52
2.6 0.0960055 0.903975 5.82085e-52
2.8 0.0960074 0.903992 5.82087e-52
3 0.0960036 0.903957 5.82083e-52
3.2 0.0960082 0.904 5.82088e-52
3.4 0.096009 0.904007 5.82088e-52
3.6 0.0960084 0.904001 5.82088e-52
3.8 0.0960091 0.904008 5.82088e-52
