0 0 -nan 0.569487 inf
0 0.2 -nan 0.571741 inf
0 0.4 nan 0.575096 inf
0 0.6 -nan 0.571868 inf
0 0.8 -nan 0.566893 inf
0 1 -nan 0.568637 inf
0 1.2 nan 0.571228 inf
0 1.4 -nan 0.570653 inf
0 1.6 -nan 0.572455 inf
0 1.8 -nan 0.574951 inf
0 2 -nan 0.573089 inf
0 2.2 -nan 0.574626 inf
0 2.4 nan 0.576273 inf
0 2.6 -nan 0.577639 inf
0 2.8 -nan 0.574321 inf
0 3 -nan 0.575854 inf
0 3.2 nan 0.576059 inf
0 3.4 -nan 0.573222 inf
0 3.6 -nan 0.569143 inf
0 3.8 -nan 0.570692 inf
0.2 0 -nan 0.570029 inf
0.2 0.2 -nan 0.571826 inf
0.2 0.4 nan 0.574907 inf
0.2 0.6 -nan 0.571277 inf
0.2 0.8 -nan 0.567294 inf
0.2 1 -nan 0.56889 inf
0.2 1.2 nan 0.574815 inf
0.2 1.4 -nan 0.575787 inf
0.2 1.6 -nan 0.574766 inf
0.2 1.8 -nan 0.573 inf
0.2 2 -nan 0.574354 inf
0.2 2.2 -nan 0.574156 inf
0.2 2.4 nan 0.572148 inf
0.2 2.6 -nan 0.574575 inf
0.2 2.8 -nan 0.577577 inf
0.2 3 -nan 0.576091 inf
0.2 3.2 nan 0.57531 inf
0.2 3.4 -nan 0.572757 inf
0.2 3.6 -nan 0.571125 inf
0.2 3.8 -nan 0.571047 inf
0.4 0 nan 0.570494 inf
0.4 0.2 nan 0.571463 inf
0.4 0.4 nan 0.573133 inf
0.4 0.6 nan 0.572556 inf
0.4 0.8 nan 0.568279 inf
0.4 1 nan 0.570834 inf
0.4 1.2 nan 0.573728 inf
0.4 1.4 nan 0.576136 inf
0.4 1.6 nan 0.577494 inf
0.4 1.8 nan 0.572072 inf
0.4 2 nan 0.570715 inf
0.4 2.2 nan 0.572382 inf
0.4 2.4 nan 0.572435 inf
0.4 2.6 nan 0.575309 inf
0.4 2.8 nan 0.57831 inf
0.4 3 nan 0.576178 inf
0.4 3.2 nan 0.576835 inf
0.4 3.4 nan 0.574236 inf
0.4 3.6 nan 0.574767 inf
0.4 3.8 nan 0.573703 inf
0.6 0 -nan 0.576586 inf
0.6 0.2 -nan 0.576083 inf
0.6 0.4 nan 0.574662 inf
0.6 0.6 -nan 0.573505 inf
0.6 0.8 -nan 0.573953 inf
0.6 1 -nan 0.57737 inf
0.6 1.2 nan 0.578841 inf
0.6 1.4 -nan 0.578001 inf
0.6 1.6 -nan 0.577984 inf
0.6 1.8 -nan 0.573159 inf
0.6 2 -nan 0.570101 inf
0.6 2.2 -nan 0.570771 inf
0.6 2.4 nan 0.574438 inf
0.6 2.6 -nan 0.574332 inf
0.6 2.8 -nan 0.575494 inf
0.6 3 -nan 0.57507 inf
0.6 3.2 nan 0.575698 inf
0.6 3.4 -nan 0.575886 inf
0.6 3.6 -nan 0.573352 inf
