0 0 0 -nan 0.565332 inf
0 0 1 -nan 0.566671 inf
0 0 2 nan 0.566798 inf
0 0 3 -nan 0.566217 inf
0 0 4 -nan 0.568594 inf
0 0 5 -nan 0.572271 inf
0 0 6 nan 0.576284 inf
0 0 7 -nan 0.573817 inf
0 0 8 -nan 0.569982 inf
0 0 9 -nan 0.568231 inf
0 0 10 -nan 0.569487 inf
0 0 11 -nan 0.57244 inf
0 0 12 nan 0.573855 0
0 0 13 -nan 0.57221 0
0 0 14 -nan 0.569988 0
0 0 15 -nan 0.571136 0
0 0 16 nan 0.572113 inf
0 0 17 -nan 0.569635 inf
0 0 18 -nan 0.568922 inf
0 0 19 -nan 0.56677 inf
0 1 0 -nan 0.567553 inf
0 1 1 -nan 0.563603 inf
0 1 2 nan 0.56319 inf
0 1 3 -nan 0.564799 inf
0 1 4 -nan 0.566486 inf
0 1 5 -nan 0.570669 inf
0 1 6 nan 0.5746 inf
0 1 7 -nan 0.569005 inf
0 1 8 -nan 0.566469 inf
0 1 9 -nan 0.567136 inf
0 1 10 -nan 0.571741 inf
0 1 11 -nan 0.574051 inf
0 1 12 nan 0.57659 0
0 1 13 -nan 0.573243 0
0 1 14 -nan 0.567287 0
0 1 15 -nan 0.567423 0
0 1 16 nan 0.571581 inf
0 1 17 -nan 0.572185 inf
0 1 18 -nan 0.57078 inf
0 1 19 -nan 0.568125 inf
0 2 0 nan 0.567561 inf
0 2 1 nan 0.565603 inf
0 2 2 nan 0.565761 inf
0 2 3 nan 0.567794 inf
0 2 4 nan 0.570085 inf
0 2 5 nan 0.572735 inf
0 2 6 nan 0.574676 inf
0 2 7 nan 0.568037 inf
0 2 8 nan 0.566121 inf
0 2 9 nan 0.571004 inf
0 2 10 nan 0.575096 inf
0 2 11 nan 0.575018 inf
0 2 12 nan 0.576042 inf
0 2 13 nan 0.573244 0
0 2 14 nan 0.567272 0
0 2 15 nan 0.563915 inf
0 2 16 nan 0.567408 inf
0 2 17 nan 0.569302 inf
0 2 18 nan 0.570463 inf
0 2 19 nan 0.572385 inf
0 3 0 -nan 0.573601 inf
0 3 1 -nan 0.568987 inf
0 3 2 nan 0.57028 inf
0 3 3 -nan 0.571156 inf
0 3 4 -nan 0.573455 inf
0 3 5 -nan 0.573455 inf
0 3 6 nan 0.572949 inf
0 3 7 -nan 0.570407 inf
0 3 8 -nan 0.56541 inf
0 3 9 -nan 0.56817 inf
0 3 10 -nan 0.571868 inf
0 3 11 -nan 0.57024 inf
0 3 12 nan 0.56924 inf
0 3 13 -nan 0.568502 inf
0 3 14 -nan 0.565746 inf
0 3 15 -nan 0.564155 inf
0 3 16 nan 0.569279 inf
0 3 17 -nan 0.571381 inf
0 3 18 -nan 0.571824 inf
0 3 19 -nan 0.575442 inf
0 4 0 -nan 0.575866 inf
0 4 1 -nan 0.571233 inf
0 4 2 nan 0.571552 inf
0 4 3 -nan 0.56958 inf
0 4 4 -nan 0.571973 inf
0 4 5 -nan 0.573511 inf
0 4 6 nan 0.570066 inf
0 4 7 -nan 0.567668 inf
0 4 8 -nan 0.565891 inf
0 4 9 -nan 0.567464 inf
0 4 10 -nan 0.566893 inf
