0 0 0 1.68972 1.68976 1.68965
0 0 1 1.69295 1.69225 1.69287
0 0 2 1.70854 1.7082 1.7087
0 0 3 1.69695 1.69658 1.69663
0 0 4 1.68593 1.68576 1.68632
0 0 5 1.6914 1.69209 1.69208
0 0 6 1.69599 1.69536 1.69575
0 0 7 1.70223 1.70184 1.70177
0 0 8 1.71888 1.71932 1.71946
0 0 9 1.69874 1.6983 1.69775
0 0 10 1.71002 1.71055 1.70992
0 0 11 1.70336 1.70279 1.70353
0 0 12 1.71591 1.71658 1.71589
0 0 13 1.70207 1.70194 1.70165
0 0 14 1.70355 1.70364 1.70396
0 0 15 1.71016 1.7104 1.71112
0 0 16 1.71113 1.71075 1.71125
0 0 17 1.70105 1.70158 1.70118
0 0 18 1.69348 1.69303 1.69266
0 0 19 1.69235 1.69271 1.69246
0 1 0 1.70299 1.70203 1.70286
0 1 1 1.7003 1.70025 1.69927
0 1 2 1.70039 1.70093 1.70012
0 1 3 1.70065 1.70056 1.7002
0 1 4 1.70079 1.70152 1.70162
0 1 5 1.70437 1.70407 1.70363
0 1 6 1.70006 1.69926 1.70042
0 1 7 1.70732 1.70823 1.70775
0 1 8 1.70524 1.7062 1.70627
0 1 9 1.725 1.72529 1.72475
0 1 10 1.70812 1.70799 1.70801
0 1 11 1.70296 1.70265 1.70277
0 1 12 1.69452 1.69474 1.69523
0 1 13 1.6928 1.69226 1.69266
0 1 14 1.69826 1.6992 1.69842
0 1 15 1.70046 1.70098 1.70051
0 1 16 1.70211 1.70231 1.70293
0 1 17 1.70358 1.70367 1.70397
0 1 18 1.70643 1.70554 1.70548
0 1 19 1.70175 1.70181 1.70145
0 2 0 1.69856 1.69867 1.69838
0 2 1 1.70569 1.7058 1.70632
0 2 2 1.70128 1.70164 1.70116
0 2 3 1.70876 1.70839 1.70823
0 2 4 1.70314 1.7036 1.70353
0 2 5 1.70024 1.70047 1.7003
0 2 6 1.70061 1.69979 1.7006
0 2 7 1.71064 1.71109 1.71029
0 2 8 1.69647 1.69718 1.69626
0 2 9 1.70159 1.7012 1.7014
0 2 10 1.69389 1.69301 1.69349
0 2 11 1.69144 1.69174 1.69136
0 2 12 1.70045 1.70061 1.70074
0 2 13 1.691 1.69037 1.69037
0 2 14 1.70245 1.70268 1.70301
0 2 15 1.70218 1.70229 1.70196
0 2 16 1.69764 1.6982 1.69716
0 2 17 1.70076 1.70114 1.70094
0 2 18 1.69875 1.69901 1.69941
0 2 19 1.71248 1.71186 1.7124
0 3 0 1.71674 1.71681 1.71767
0 3 1 1.70987 1.71013 1.70979
0 3 2 1.7121 1.71209 1.71203
0 3 3 1.72019 1.71982 1.7204
0 3 4 1.71016 1.71036 1.71045
0 3 5 1.70743 1.70795 1.70726
0 3 6 1.6998 1.69951 1.6991
0 3 7 1.71242 1.71196 1.71167
0 3 8 1.69429 1.69486 1.69461
0 3 9 1.70603 1.70607 1.70609
0 3 10 1.70001 1.69939 1.69943
0 3 11 1.7004 1.70043 1.70087
0 3 12 1.68388 1.68384 1.6834
0 3 13 1.68947 1.69014 1.6904
0 3 14 1.67861 1.67909 1.67931
0 3 15 1.70059 1.70052 1.70042
0 3 16 1.68799 1.68763 1.6881
0 3 17 1.70594 1.7052 1.70604
0 3 18 1.70065 1.70094 1.70078
0 3 19 1.70009 1.69978 1.70017
0 4 0 1.71273 1.71267 1.71281
0 4 1 1.7119 1.71231 1.71187
0 4 2 1.71464 1.71443 1.71485
0 4 3 1.703 1.70333 1.70258
0 4 4 1.7102 1.71048 1.71089
0 4 5 1.71099 1.71104 1.71101
0 4 6 1.70045 1.70026 1.69965
0 4 7 1.71164 1.7114 1.7114
0 4 8 1.70095 1.70168 1.70092
0 4 9 1.70163 1.70165 1.70233
0 4 10 1.69294 1.69284 1.69204
0 4 11 1.68585 1.68673 1.68598
0 4 12 1.68711 1.68739 1.68787
0 4 13 1.69129 1.69116 1.69121
0 4 14 1.69955 1.69961 1.69967
0 4 15 1.69511 1.69517 1.69528
0 4 16 1.70245 1.70301 1.70225
0 4 17 1.71344 1.71335 1.71301
0 4 18 1.69939 1.69888 1.69888
0 4 19 1.70652 1.70576 1.70601
0 5 0 1.70967 1.71041 1.7102
0 5 1 1.71757 1.71806 1.7173
0 5 2 1.72075 1.72069 1.72015
0 5 3 1.71618 1.71636 1.71687
0 5 4 1.71294 1.71268 1.71295
0 5 5 1.71572 1.71628 1.71679
0 5 6 1.70528 1.70577 1.70472
0 5 7 1.70376 1.70417 1.70363
0 5 8 1.69666 1.69592 1.69624
0 5 9 1.68412 1.68428 1.6839
0 5 10 1.6832 1.68349 1.68294
0 5 11 1.69221 1.69153 1.69182
0 5 12 1.6859 1.68587 1.68597
0 5 13 1.69725 1.69728 1.69731
0 5 14 1.6949 1.69445 1.69476
0 5 15 1.68491 1.68589 1.68548
0 5 16 1.69561 1.69551 1.69532
0 5 17 1.71015 1.71079 1.70985
0 5 18 1.70157 1.70188 1.70212
0 5 19 1.70321 1.70253 1.7027
0 6 0 1.73735 1.73641 1.73687
0 6 1 1.72023 1.72072 1.72045
0 6 2 1.71906 1.7191 1.71847
0 6 3 1.71715 1.71789 1.71779
0 6 4 1.71555 1.71589 1.71537
