9.4 0.698 0.8155
9.5 0.6575 0.8455
9.6 0.63 0.8665
9.7 0.605 0.881
9.8 0.589 0.8955
9.9 0.568 0.9045
10 0.5485 0.912
10.1 0.5305 0.9185
10.2 0.5235 0.928
10.3 0.536 0.94
10.4 0.4995 0.9395
10.5 0.508 0.9485
10.6 0.464 0.9445
10.7 0.5075 0.9585
10.8 0.457 0.9555
10.9 0.472 0.9625
11 0.499 0.968
11.1 0.4185 0.9615
11.2 0.4105 0.964
11.3 0.4155 0.9685
11.4 0.3865 0.9665
11.5 0.387 0.97
11.6 0.4005 0.9745
11.7 0.3685 0.9725
11.8 0.391 0.9775
11.9 0.3965 0.9795
12 0.3425 0.9755
12.1 0.387 0.9815
12.2 0.3605 0.981
12.3 0.4025 0.984
12.4 0.4755 0.4785
12.5 0.411 0.9855
12.6 0.382 0.9855
12.7 0.3795 0.986
12.8 0.458 0.4615
12.9 0.454 0.457
13 0.45 0.453
13.1 0.446 0.449
13.2 0.442 0.4455
13.3 0.4385 0.4415
13.4 0.435 0.4375
13.5 0.2855 0.987
13.6 0.4275 0.4305
13.7 0.424 0.427
13.8 0.307 0.9885
13.9 0.417 0.42
14 0.414 0.4165
14.1 0.4105 0.413
14.2 0.4075 0.41
14.3 0.404 0.407
14.4 0.401 0.4035
14.5 0.398 0.4005
14.6 0.395 0.3975
14.7 0.392 0.3945
14.8 0.389 0.3915
14.9 0.3865 0.3885
15 0.255 0.9895
